"antecedent","succedent","p_con","p_occ","p_dur","null_obs"
"(i_gaze_at_object;infant_voc)","(i_gaze_at_object;infant_voc)",999.0,999.0,999.0,7
"(m_gaze_at;inf_smile;infant_voc)","(m_gaze_at;inf_smile;infant_voc)",999.0,999.0,999.0,1
"(mother-speech;m_gaze_away;mo_smile;i_gaze_at_object)","(mother-speech;m_gaze_away;mo_smile;i_gaze_at_object)",999.0,999.0,999.0,1
"(inf_smile;infant_voc;i_gaze_away)","(inf_smile;infant_voc;i_gaze_away)",999.0,999.0,999.0,3
"(i_gaze_at_object;mother-speech;inf_smile)","(i_gaze_at_object;mother-speech;inf_smile)",999.0,999.0,999.0,11
"(infant_voc)","(infant_voc)",0.36,0.84,0.52,25
"(mo_smile;m_gaze_at_object;i_gaze_away)","(mo_smile;m_gaze_at_object;i_gaze_away)",999.0,999.0,999.0,1
"(i_gaze_at;mother-speech;inf_smile;infant_voc)","(i_gaze_at;mother-speech;inf_smile;infant_voc)",999.0,999.0,999.0,1
"(infant_voc;i_gaze_at;m_gaze_at_object;inf_smile)","(infant_voc;i_gaze_at;m_gaze_at_object;inf_smile)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_at;inf_smile;m_gaze_at_object)","(mother-speech;i_gaze_at;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,5
"(m_gaze_away;i_gaze_at;infant_voc)","(m_gaze_away;i_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_away;inf_smile)","(m_gaze_away;inf_smile)",999.0,999.0,999.0,2
"(i_gaze_at_object;m_gaze_at_object)","(i_gaze_at_object;m_gaze_at_object)",999.0,999.0,999.0,36
"(i_gaze_at_object;inf_smile;mo_smile;m_gaze_at)","(i_gaze_at_object;inf_smile;mo_smile;m_gaze_at)",999.0,999.0,999.0,2
"(m_gaze_at;inf_smile)","(m_gaze_at;inf_smile)",999.0,999.0,999.0,1
"(mo_smile;mother-speech;m_gaze_at_object;inf_smile)","(mo_smile;mother-speech;m_gaze_at_object;inf_smile)",999.0,999.0,999.0,1
"(mo_smile;inf_smile)","(mo_smile;inf_smile)",999.0,999.0,999.0,19
"(mother-speech;i_gaze_at;mo_smile;m_gaze_at)","(mother-speech;i_gaze_at;mo_smile;m_gaze_at)",999.0,999.0,999.0,1
"(i_gaze_at;mother-speech;inf_smile)","(i_gaze_at;mother-speech;inf_smile)",999.0,999.0,999.0,18
"(mother-speech;i_gaze_at;infant_voc;mo_smile)","(mother-speech;i_gaze_at;infant_voc;mo_smile)",999.0,999.0,999.0,1
"(inf_smile;infant_voc;m_gaze_at_object)","(inf_smile;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,1
"(i_gaze_at;inf_smile;mo_smile)","(i_gaze_at;inf_smile;mo_smile)",999.0,999.0,999.0,1
"(m_gaze_away;mo_smile)","(m_gaze_away;mo_smile)",999.0,999.0,999.0,3
"(mo_smile;m_gaze_away)","(mo_smile;m_gaze_away)",999.0,999.0,999.0,2
"(mo_smile;mother-speech;m_gaze_at_object)","(mo_smile;mother-speech;m_gaze_at_object)",999.0,999.0,999.0,10
"(m_gaze_at_object;inf_smile;mo_smile;i_gaze_at_object;infant_voc)","(m_gaze_at_object;inf_smile;mo_smile;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,3
"(mother-speech;m_gaze_at;inf_smile;mo_smile)","(mother-speech;m_gaze_at;inf_smile;mo_smile)",999.0,999.0,999.0,4
"(m_gaze_at_object;mother-speech;i_gaze_at)","(m_gaze_at_object;mother-speech;i_gaze_at)",999.0,999.0,999.0,2
"(mother-speech;m_gaze_at_object;infant_voc)","(mother-speech;m_gaze_at_object;infant_voc)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_at;mo_smile;m_gaze_away)","(mother-speech;i_gaze_at;mo_smile;m_gaze_away)",999.0,999.0,999.0,2
"(m_gaze_at_object;i_gaze_at_object;mother-speech)","(m_gaze_at_object;i_gaze_at_object;mother-speech)",999.0,999.0,999.0,4
"(i_gaze_at;m_gaze_at;mo_smile;inf_smile)","(i_gaze_at;m_gaze_at;mo_smile;inf_smile)",999.0,999.0,999.0,1
"(mother-speech;mo_smile)","(mother-speech;mo_smile)",999.0,999.0,999.0,72
"(i_gaze_at_object;inf_smile;m_gaze_at_object)","(i_gaze_at_object;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,4
"(mother-speech;m_gaze_at_object;i_gaze_away)","(mother-speech;m_gaze_at_object;i_gaze_away)",999.0,999.0,999.0,14
"(m_gaze_at;i_gaze_at_object;mother-speech;infant_voc)","(m_gaze_at;i_gaze_at_object;mother-speech;infant_voc)",999.0,999.0,999.0,1
"(i_gaze_away;inf_smile)","(i_gaze_away;inf_smile)",999.0,999.0,999.0,40
"(i_gaze_at;mother-speech;m_gaze_at;infant_voc)","(i_gaze_at;mother-speech;m_gaze_at;infant_voc)",999.0,999.0,999.0,2
"(mo_smile)","(mo_smile)",1.0,0.03,1.0,100
"(inf_smile;i_gaze_at;m_gaze_at_object;mo_smile)","(inf_smile;i_gaze_at;m_gaze_at_object;mo_smile)",999.0,999.0,999.0,2
"(inf_smile;i_gaze_at;infant_voc;mo_smile)","(inf_smile;i_gaze_at;infant_voc;mo_smile)",999.0,999.0,999.0,2
"(m_gaze_at;infant_voc;inf_smile)","(m_gaze_at;infant_voc;inf_smile)",0.3181818181818182,0.4090909090909091,0.045454545454545456,22
"(mother-speech;i_gaze_at_object;mo_smile;m_gaze_at_object)","(mother-speech;i_gaze_at_object;mo_smile;m_gaze_at_object)",999.0,999.0,999.0,2
"(m_gaze_at_object;i_gaze_at;mo_smile)","(m_gaze_at_object;i_gaze_at;mo_smile)",999.0,999.0,999.0,28
"(inf_smile;m_gaze_at_object;i_gaze_at)","(inf_smile;m_gaze_at_object;i_gaze_at)",999.0,999.0,999.0,6
"(m_gaze_at;mo_smile;inf_smile)","(m_gaze_at;mo_smile;inf_smile)",999.0,999.0,999.0,24
"(inf_smile;i_gaze_at)","(inf_smile;i_gaze_at)",999.0,999.0,999.0,19
"(inf_smile;mo_smile;infant_voc)","(inf_smile;mo_smile;infant_voc)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_at_object;infant_voc;inf_smile)","(mother-speech;i_gaze_at_object;infant_voc;inf_smile)",999.0,999.0,999.0,1
"(mother-speech;m_gaze_away)","(mother-speech;m_gaze_away)",999.0,999.0,999.0,7
"(inf_smile;m_gaze_away)","(inf_smile;m_gaze_away)",999.0,999.0,999.0,1
"(mo_smile;m_gaze_at_object;i_gaze_away)","(mo_smile;m_gaze_at_object;i_gaze_away)",999.0,999.0,999.0,2
"(mother-speech;m_gaze_at)","(mother-speech;m_gaze_at)",999.0,999.0,999.0,38
"(mother-speech;mo_smile;infant_voc)","(mother-speech;mo_smile;infant_voc)",999.0,999.0,999.0,16
"(i_gaze_at_object;m_gaze_at_object;inf_smile)","(i_gaze_at_object;m_gaze_at_object;inf_smile)",999.0,999.0,999.0,1
"(mo_smile;infant_voc)","(mo_smile;infant_voc)",0.0,1.0,0.0,20
"(i_gaze_away;mother-speech;m_gaze_away)","(i_gaze_away;mother-speech;m_gaze_away)",999.0,999.0,999.0,1
"(inf_smile;m_gaze_at;mo_smile)","(inf_smile;m_gaze_at;mo_smile)",999.0,999.0,999.0,8
"(inf_smile;m_gaze_at_object;mother-speech)","(inf_smile;m_gaze_at_object;mother-speech)",999.0,999.0,999.0,1
"(inf_smile;mother-speech;i_gaze_at_object)","(inf_smile;mother-speech;i_gaze_at_object)",999.0,999.0,999.0,11
"(mo_smile;m_gaze_at;infant_voc;inf_smile)","(mo_smile;m_gaze_at;infant_voc;inf_smile)",999.0,999.0,999.0,1
"(inf_smile;m_gaze_at_object;infant_voc)","(inf_smile;m_gaze_at_object;infant_voc)",999.0,999.0,999.0,3
"(inf_smile;mo_smile;infant_voc;i_gaze_at_object)","(inf_smile;mo_smile;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,1
"(m_gaze_at;mo_smile;infant_voc;inf_smile)","(m_gaze_at;mo_smile;infant_voc;inf_smile)",999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_at;mo_smile;inf_smile)","(i_gaze_away;m_gaze_at;mo_smile;inf_smile)",999.0,999.0,999.0,1
"(m_gaze_at_object;infant_voc;mother-speech;i_gaze_at_object)","(m_gaze_at_object;infant_voc;mother-speech;i_gaze_at_object)",999.0,999.0,999.0,2
"(mo_smile;mother-speech;i_gaze_away)","(mo_smile;mother-speech;i_gaze_away)",999.0,999.0,999.0,9
"(m_gaze_at_object;mother-speech;inf_smile;mo_smile)","(m_gaze_at_object;mother-speech;inf_smile;mo_smile)",999.0,999.0,999.0,1
"(m_gaze_away;inf_smile;i_gaze_at;infant_voc)","(m_gaze_away;inf_smile;i_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(i_gaze_away;mother-speech;m_gaze_at)","(i_gaze_away;mother-speech;m_gaze_at)",999.0,999.0,999.0,6
"(infant_voc;mother-speech;i_gaze_at)","(infant_voc;mother-speech;i_gaze_at)",999.0,999.0,999.0,2
"(inf_smile;i_gaze_away;mother-speech)","(inf_smile;i_gaze_away;mother-speech)",999.0,999.0,999.0,1
"(infant_voc;inf_smile)","(infant_voc;inf_smile)",999.0,999.0,999.0,8
"(i_gaze_at;mo_smile;inf_smile;infant_voc)","(i_gaze_at;mo_smile;inf_smile;infant_voc)",999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_at_object)","(i_gaze_away;m_gaze_at_object)",999.0,999.0,999.0,3
"(inf_smile;i_gaze_at;mo_smile;m_gaze_at_object)","(inf_smile;i_gaze_at;mo_smile;m_gaze_at_object)",999.0,999.0,999.0,1
"(m_gaze_at;mo_smile;i_gaze_at_object;inf_smile;infant_voc)","(m_gaze_at;mo_smile;i_gaze_at_object;inf_smile;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_away;inf_smile)","(m_gaze_away;inf_smile)",999.0,999.0,999.0,3
"(m_gaze_at_object;infant_voc;mo_smile)","(m_gaze_at_object;infant_voc;mo_smile)",999.0,999.0,999.0,12
"(infant_voc;mo_smile;i_gaze_away)","(infant_voc;mo_smile;i_gaze_away)",999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_at;infant_voc)","(i_gaze_at;m_gaze_at;infant_voc)",999.0,999.0,999.0,15
"(m_gaze_at;i_gaze_at_object;mo_smile)","(m_gaze_at;i_gaze_at_object;mo_smile)",999.0,999.0,999.0,18
"(m_gaze_at;mother-speech;inf_smile;mo_smile;i_gaze_at_object)","(m_gaze_at;mother-speech;inf_smile;mo_smile;i_gaze_at_object)",999.0,999.0,999.0,2
"(m_gaze_away;mo_smile;i_gaze_away)","(m_gaze_away;mo_smile;i_gaze_away)",999.0,999.0,999.0,3
"(mother-speech;i_gaze_away)","(mother-speech;i_gaze_away)",0.987012987012987,0.7662337662337663,0.987012987012987,77
"(i_gaze_away;inf_smile)","(i_gaze_away;inf_smile)",999.0,999.0,999.0,6
"(inf_smile;m_gaze_at;mother-speech)","(inf_smile;m_gaze_at;mother-speech)",999.0,999.0,999.0,1
"(i_gaze_at;mo_smile;m_gaze_at_object;mother-speech)","(i_gaze_at;mo_smile;m_gaze_at_object;mother-speech)",999.0,999.0,999.0,1
"(infant_voc;m_gaze_at_object;mo_smile)","(infant_voc;m_gaze_at_object;mo_smile)",999.0,999.0,999.0,2
"(i_gaze_at;mo_smile;mother-speech;m_gaze_away)","(i_gaze_at;mo_smile;mother-speech;m_gaze_away)",999.0,999.0,999.0,1
"(infant_voc;mo_smile;inf_smile;i_gaze_away)","(infant_voc;mo_smile;inf_smile;i_gaze_away)",999.0,999.0,999.0,1
"(inf_smile)","(inf_smile)",0.0,0.99,0.0,100
"(mo_smile;mother-speech;m_gaze_away)","(mo_smile;mother-speech;m_gaze_away)",999.0,999.0,999.0,1
"(m_gaze_at;mo_smile;mother-speech;inf_smile)","(m_gaze_at;mo_smile;mother-speech;inf_smile)",999.0,999.0,999.0,9
"(infant_voc;i_gaze_at;mo_smile;m_gaze_at_object)","(infant_voc;i_gaze_at;mo_smile;m_gaze_at_object)",999.0,999.0,999.0,1
"(m_gaze_away;inf_smile)","(m_gaze_away;inf_smile)",999.0,999.0,999.0,3
"(mother-speech;mo_smile;m_gaze_away)","(mother-speech;mo_smile;m_gaze_away)",999.0,999.0,999.0,1
"(mo_smile;infant_voc;inf_smile;m_gaze_at)","(mo_smile;infant_voc;inf_smile;m_gaze_at)",999.0,999.0,999.0,2
"(i_gaze_at;infant_voc)","(i_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(mo_smile;m_gaze_at_object;i_gaze_at)","(mo_smile;m_gaze_at_object;i_gaze_at)",999.0,999.0,999.0,7
"(mo_smile;inf_smile;i_gaze_at;m_gaze_at)","(mo_smile;inf_smile;i_gaze_at;m_gaze_at)",999.0,999.0,999.0,1
"(infant_voc)","(infant_voc)",999.0,999.0,999.0,1
"(infant_voc;mo_smile;inf_smile)","(infant_voc;mo_smile;inf_smile)",999.0,999.0,999.0,2
"(m_gaze_at;infant_voc)","(m_gaze_at;infant_voc)",0.0,0.42857142857142855,0.0,7
"(m_gaze_at_object;mother-speech;infant_voc)","(m_gaze_at_object;mother-speech;infant_voc)",999.0,999.0,999.0,8
"(mother-speech;m_gaze_away)","(mother-speech;m_gaze_away)",999.0,999.0,999.0,1
"(infant_voc;mother-speech)","(infant_voc;mother-speech)",999.0,999.0,999.0,1
"(inf_smile;mo_smile;m_gaze_away)","(inf_smile;mo_smile;m_gaze_away)",999.0,999.0,999.0,11
"(mo_smile;i_gaze_at_object;inf_smile;infant_voc)","(mo_smile;i_gaze_at_object;inf_smile;infant_voc)",999.0,999.0,999.0,2
"(inf_smile;mo_smile;m_gaze_at_object)","(inf_smile;mo_smile;m_gaze_at_object)",999.0,999.0,999.0,5
"(m_gaze_at;inf_smile;mother-speech)","(m_gaze_at;inf_smile;mother-speech)",999.0,999.0,999.0,5
"(inf_smile)","(inf_smile)",999.0,999.0,999.0,100
"(mo_smile;i_gaze_at)","(mo_smile;i_gaze_at)",999.0,999.0,999.0,17
"(i_gaze_at;m_gaze_at_object)","(i_gaze_at;m_gaze_at_object)",0.7142857142857143,1.0,1.0,42
"(mo_smile;m_gaze_at;infant_voc)","(mo_smile;m_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(mother-speech;infant_voc;inf_smile)","(mother-speech;infant_voc;inf_smile)",999.0,999.0,999.0,3
"(m_gaze_at;inf_smile;mo_smile;infant_voc;i_gaze_at_object)","(m_gaze_at;inf_smile;mo_smile;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,1
"(m_gaze_at_object;mother-speech)","(m_gaze_at_object;mother-speech)",999.0,999.0,999.0,5
"(i_gaze_at_object)","(i_gaze_at_object)",999.0,999.0,999.0,38
"(i_gaze_away;m_gaze_at;inf_smile)","(i_gaze_away;m_gaze_at;inf_smile)",999.0,999.0,999.0,7
"(m_gaze_at;mother-speech;infant_voc;i_gaze_at_object;inf_smile)","(m_gaze_at;mother-speech;infant_voc;i_gaze_at_object;inf_smile)",999.0,999.0,999.0,1
"(i_gaze_at_object;mo_smile;m_gaze_away)","(i_gaze_at_object;mo_smile;m_gaze_away)",999.0,999.0,999.0,8
"(m_gaze_at;i_gaze_at_object;mother-speech)","(m_gaze_at;i_gaze_at_object;mother-speech)",999.0,999.0,999.0,2
"(i_gaze_at;infant_voc;mo_smile)","(i_gaze_at;infant_voc;mo_smile)",999.0,999.0,999.0,2
"(i_gaze_away;infant_voc)","(i_gaze_away;infant_voc)",999.0,999.0,999.0,5
"(inf_smile;i_gaze_at;mo_smile)","(inf_smile;i_gaze_at;mo_smile)",999.0,999.0,999.0,2
"(mother-speech;inf_smile;m_gaze_away)","(mother-speech;inf_smile;m_gaze_away)",999.0,999.0,999.0,1
"(m_gaze_at;mo_smile;inf_smile;i_gaze_at_object)","(m_gaze_at;mo_smile;inf_smile;i_gaze_at_object)",999.0,999.0,999.0,17
"(mo_smile;mother-speech;inf_smile)","(mo_smile;mother-speech;inf_smile)",0.42857142857142855,1.0,0.0,14
"(mo_smile;i_gaze_at;infant_voc;m_gaze_at_object)","(mo_smile;i_gaze_at;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,2
"(infant_voc;i_gaze_at;mother-speech)","(infant_voc;i_gaze_at;mother-speech)",999.0,999.0,999.0,3
"(mo_smile;inf_smile;m_gaze_away)","(mo_smile;inf_smile;m_gaze_away)",999.0,999.0,999.0,2
"(infant_voc;inf_smile;i_gaze_at;mo_smile)","(infant_voc;inf_smile;i_gaze_at;mo_smile)",999.0,999.0,999.0,1
"(infant_voc;inf_smile;m_gaze_at)","(infant_voc;inf_smile;m_gaze_at)",999.0,999.0,999.0,1
"(m_gaze_away;mother-speech)","(m_gaze_away;mother-speech)",999.0,999.0,999.0,2
"(i_gaze_away)","(i_gaze_away)",0.4444444444444444,0.8518518518518519,0.5925925925925926,27
"(inf_smile;infant_voc)","(inf_smile;infant_voc)",999.0,999.0,999.0,9
"(i_gaze_at;mo_smile;infant_voc;m_gaze_at_object)","(i_gaze_at;mo_smile;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,2
"(mo_smile;inf_smile;i_gaze_away)","(mo_smile;inf_smile;i_gaze_away)",0.4230769230769231,0.07692307692307693,0.15384615384615385,26
"(mother-speech;mo_smile;m_gaze_at;inf_smile)","(mother-speech;mo_smile;m_gaze_at;inf_smile)",999.0,999.0,999.0,2
"(mother-speech;i_gaze_at_object;infant_voc)","(mother-speech;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,5
"(inf_smile;i_gaze_at)","(inf_smile;i_gaze_at)",999.0,999.0,999.0,1
"(m_gaze_away;mother-speech;inf_smile)","(m_gaze_away;mother-speech;inf_smile)",999.0,999.0,999.0,3
"(m_gaze_at;mother-speech;infant_voc;i_gaze_at)","(m_gaze_at;mother-speech;infant_voc;i_gaze_at)",999.0,999.0,999.0,5
"(i_gaze_at;infant_voc;inf_smile)","(i_gaze_at;infant_voc;inf_smile)",999.0,999.0,999.0,4
"(m_gaze_at;i_gaze_at_object;mo_smile)","(m_gaze_at;i_gaze_at_object;mo_smile)",999.0,999.0,999.0,2
"(i_gaze_at;infant_voc;inf_smile;m_gaze_at_object)","(i_gaze_at;infant_voc;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,1
"(infant_voc;mother-speech;m_gaze_at_object)","(infant_voc;mother-speech;m_gaze_at_object)",999.0,999.0,999.0,1
"(i_gaze_at;inf_smile;mother-speech)","(i_gaze_at;inf_smile;mother-speech)",999.0,999.0,999.0,4
"(mo_smile;m_gaze_away)","(mo_smile;m_gaze_away)",999.0,999.0,999.0,12
"(m_gaze_at_object;mother-speech;infant_voc)","(m_gaze_at_object;mother-speech;infant_voc)",999.0,999.0,999.0,4
"(i_gaze_away;mother-speech;inf_smile)","(i_gaze_away;mother-speech;inf_smile)",999.0,999.0,999.0,10
"(m_gaze_at;inf_smile;i_gaze_at;mo_smile)","(m_gaze_at;inf_smile;i_gaze_at;mo_smile)",999.0,999.0,999.0,9
"(mother-speech;inf_smile;m_gaze_away)","(mother-speech;inf_smile;m_gaze_away)",999.0,999.0,999.0,9
"(mo_smile;i_gaze_at;m_gaze_at)","(mo_smile;i_gaze_at;m_gaze_at)",999.0,999.0,999.0,5
"(inf_smile)","(inf_smile)",999.0,999.0,999.0,38
"(inf_smile;i_gaze_away;mo_smile;mother-speech)","(inf_smile;i_gaze_away;mo_smile;mother-speech)",999.0,999.0,999.0,1
"(inf_smile;i_gaze_at;mo_smile;mother-speech;m_gaze_at)","(inf_smile;i_gaze_at;mo_smile;mother-speech;m_gaze_at)",999.0,999.0,999.0,1
"(mother-speech;m_gaze_at;mo_smile)","(mother-speech;m_gaze_at;mo_smile)",999.0,999.0,999.0,6
"(inf_smile;mo_smile)","(inf_smile;mo_smile)",999.0,999.0,999.0,13
"(infant_voc;inf_smile;mo_smile)","(infant_voc;inf_smile;mo_smile)",999.0,999.0,999.0,2
"(inf_smile;m_gaze_at)","(inf_smile;m_gaze_at)",999.0,999.0,999.0,14
"(i_gaze_at;m_gaze_at_object;infant_voc)","(i_gaze_at;m_gaze_at_object;infant_voc)",999.0,999.0,999.0,7
"(inf_smile;i_gaze_at;mother-speech)","(inf_smile;i_gaze_at;mother-speech)",999.0,999.0,999.0,5
"(inf_smile;i_gaze_at;m_gaze_at_object;infant_voc;mo_smile)","(inf_smile;i_gaze_at;m_gaze_at_object;infant_voc;mo_smile)",999.0,999.0,999.0,1
"(m_gaze_at;mother-speech;i_gaze_at)","(m_gaze_at;mother-speech;i_gaze_at)",0.0,0.0,0.0,42
"(i_gaze_at_object;mo_smile;inf_smile)","(i_gaze_at_object;mo_smile;inf_smile)",999.0,999.0,999.0,6
"(m_gaze_at_object;inf_smile;mother-speech;infant_voc)","(m_gaze_at_object;inf_smile;mother-speech;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_at;mo_smile;mother-speech;inf_smile)","(m_gaze_at;mo_smile;mother-speech;inf_smile)",999.0,999.0,999.0,1
"(i_gaze_at_object;m_gaze_at;infant_voc)","(i_gaze_at_object;m_gaze_at;infant_voc)",999.0,999.0,999.0,9
"(mo_smile;i_gaze_at_object;inf_smile)","(mo_smile;i_gaze_at_object;inf_smile)",999.0,999.0,999.0,2
"(m_gaze_at;inf_smile;mother-speech)","(m_gaze_at;inf_smile;mother-speech)",999.0,999.0,999.0,4
"(m_gaze_at;mo_smile;inf_smile;mother-speech)","(m_gaze_at;mo_smile;inf_smile;mother-speech)",999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_at_object;mo_smile)","(i_gaze_away;m_gaze_at_object;mo_smile)",999.0,999.0,999.0,1
"(mother-speech;mo_smile;i_gaze_at)","(mother-speech;mo_smile;i_gaze_at)",999.0,999.0,999.0,35
"(i_gaze_at;mo_smile;infant_voc)","(i_gaze_at;mo_smile;infant_voc)",999.0,999.0,999.0,21
"(inf_smile;mo_smile;infant_voc)","(inf_smile;mo_smile;infant_voc)",999.0,999.0,999.0,4
"(i_gaze_at;mother-speech;mo_smile;infant_voc)","(i_gaze_at;mother-speech;mo_smile;infant_voc)",999.0,999.0,999.0,4
"(mo_smile;infant_voc;inf_smile;m_gaze_at;i_gaze_at)","(mo_smile;infant_voc;inf_smile;m_gaze_at;i_gaze_at)",999.0,999.0,999.0,1
"(m_gaze_away;mo_smile;i_gaze_at)","(m_gaze_away;mo_smile;i_gaze_at)",999.0,999.0,999.0,1
"(infant_voc;inf_smile;mo_smile)","(infant_voc;inf_smile;mo_smile)",999.0,999.0,999.0,2
"(mother-speech;i_gaze_away;mo_smile;infant_voc)","(mother-speech;i_gaze_away;mo_smile;infant_voc)",999.0,999.0,999.0,1
"(mother-speech;mo_smile;inf_smile;i_gaze_away;m_gaze_at)","(mother-speech;mo_smile;inf_smile;i_gaze_away;m_gaze_at)",999.0,999.0,999.0,1
"(m_gaze_at_object;mother-speech;i_gaze_at;inf_smile;infant_voc)","(m_gaze_at_object;mother-speech;i_gaze_at;inf_smile;infant_voc)",999.0,999.0,999.0,1
"(i_gaze_at_object;m_gaze_at;infant_voc)","(i_gaze_at_object;m_gaze_at;infant_voc)",999.0,999.0,999.0,6
"(i_gaze_away;mo_smile;inf_smile;infant_voc)","(i_gaze_away;mo_smile;inf_smile;infant_voc)",999.0,999.0,999.0,1
"(inf_smile;mo_smile;infant_voc)","(inf_smile;mo_smile;infant_voc)",999.0,999.0,999.0,2
"(mo_smile;m_gaze_at_object;mother-speech)","(mo_smile;m_gaze_at_object;mother-speech)",999.0,999.0,999.0,4
"(m_gaze_at;infant_voc;inf_smile;mo_smile)","(m_gaze_at;infant_voc;inf_smile;mo_smile)",999.0,999.0,999.0,1
"(i_gaze_at_object;infant_voc;inf_smile)","(i_gaze_at_object;infant_voc;inf_smile)",999.0,999.0,999.0,3
"(inf_smile;i_gaze_at;infant_voc)","(inf_smile;i_gaze_at;infant_voc)",999.0,999.0,999.0,3
"(m_gaze_away)","(m_gaze_away)",999.0,999.0,999.0,1
"(m_gaze_at;inf_smile;mother-speech;mo_smile)","(m_gaze_at;inf_smile;mother-speech;mo_smile)",999.0,999.0,999.0,2
"(mo_smile)","(mo_smile)",999.0,999.0,999.0,14
"(inf_smile;i_gaze_at_object;infant_voc)","(inf_smile;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,3
"(mo_smile;m_gaze_at;infant_voc)","(mo_smile;m_gaze_at;infant_voc)",999.0,999.0,999.0,0
"(inf_smile;i_gaze_at_object)","(inf_smile;i_gaze_at_object)",999.0,999.0,999.0,21
"(infant_voc;mo_smile;m_gaze_at_object)","(infant_voc;mo_smile;m_gaze_at_object)",999.0,999.0,999.0,2
"(i_gaze_at;inf_smile;mo_smile)","(i_gaze_at;inf_smile;mo_smile)",999.0,999.0,999.0,7
"(mo_smile;infant_voc;i_gaze_at_object)","(mo_smile;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,17
"(i_gaze_away;mo_smile;infant_voc;inf_smile)","(i_gaze_away;mo_smile;infant_voc;inf_smile)",999.0,999.0,999.0,1
"(mo_smile;inf_smile;i_gaze_away;m_gaze_at_object)","(mo_smile;inf_smile;i_gaze_away;m_gaze_at_object)",999.0,999.0,999.0,1
"(i_gaze_away;inf_smile;mo_smile)","(i_gaze_away;inf_smile;mo_smile)",999.0,999.0,999.0,9
"(i_gaze_away;inf_smile;m_gaze_at)","(i_gaze_away;inf_smile;m_gaze_at)",999.0,999.0,999.0,4
"(inf_smile;infant_voc;m_gaze_at_object;mo_smile;i_gaze_at_object)","(inf_smile;infant_voc;m_gaze_at_object;mo_smile;i_gaze_at_object)",999.0,999.0,999.0,1
"(mo_smile;i_gaze_at;m_gaze_away)","(mo_smile;i_gaze_at;m_gaze_away)",999.0,999.0,999.0,10
"(i_gaze_away;infant_voc)","(i_gaze_away;infant_voc)",999.0,999.0,999.0,3
"(mother-speech;infant_voc;i_gaze_at;mo_smile)","(mother-speech;infant_voc;i_gaze_at;mo_smile)",999.0,999.0,999.0,1
"(inf_smile;mo_smile;infant_voc)","(inf_smile;mo_smile;infant_voc)",999.0,999.0,999.0,6
"(infant_voc;inf_smile)","(infant_voc;inf_smile)",999.0,999.0,999.0,7
"(mo_smile;infant_voc;m_gaze_at_object)","(mo_smile;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,11
"(infant_voc;m_gaze_away)","(infant_voc;m_gaze_away)",999.0,999.0,999.0,1
"(i_gaze_at;mother-speech)","(i_gaze_at;mother-speech)",999.0,999.0,999.0,8
"(m_gaze_at_object;mother-speech;i_gaze_at)","(m_gaze_at_object;mother-speech;i_gaze_at)",999.0,999.0,999.0,28
"(mo_smile;i_gaze_at_object;m_gaze_away)","(mo_smile;i_gaze_at_object;m_gaze_away)",999.0,999.0,999.0,10
"(mother-speech;inf_smile;i_gaze_away;m_gaze_at)","(mother-speech;inf_smile;i_gaze_away;m_gaze_at)",999.0,999.0,999.0,1
"(m_gaze_away)","(m_gaze_away)",999.0,999.0,999.0,2
"(m_gaze_at_object;i_gaze_at;infant_voc)","(m_gaze_at_object;i_gaze_at;infant_voc)",999.0,999.0,999.0,4
"(m_gaze_at_object;i_gaze_at_object;mother-speech)","(m_gaze_at_object;i_gaze_at_object;mother-speech)",999.0,999.0,999.0,4
"(m_gaze_at_object;mother-speech;mo_smile;infant_voc)","(m_gaze_at_object;mother-speech;mo_smile;infant_voc)",999.0,999.0,999.0,2
"(mo_smile)","(mo_smile)",999.0,999.0,999.0,11
"(mo_smile)","(mo_smile)",0.0,0.0,0.0,68
"(mo_smile;m_gaze_at;inf_smile;i_gaze_away)","(mo_smile;m_gaze_at;inf_smile;i_gaze_away)",999.0,999.0,999.0,2
